"","REGION","WBAN_ID","STATION_NAME","STATE_PROVINCE","COUNTY","COUNTRY","EXTENDED_NAME","CALL_SIGN","STATION_TYPE","DATE_ASSIGNED","BEGIN_DATE","COMMENTS","LOCATION","ELEV_OTHER","ELEV_GROUND","ELEV_RUNWAY","ELEV_BAROMETRIC","ELEV_STATION","ELEV_UPPER_AIR"
"1376","118",11812,"GEORGETOWN","GRAND CAYMEN","","BWI","","","WB","","","","","","","","","",""
"1377","118",11813,"GRAND CAYMEN ","","","BWI","ROBERTS FIELD","","WB","","","","","","","","","",""
"1378","118",11814,"SAN ANDRES ISLAND","","","COLUMBIA","","","WB","","","","","","","","","",""
"1379","118",11815,"BELIZE","","","BR HONDURAS","","","WB 2ND ORDER","","","","","","","","","",""
"1380","118",11816,"CHOLUTECA","","","HONDURAS","","","COOP","","","","","","","","","",""
"1381","118",11817,"TEGUCIGALPA D C","","","HONDURAS","","","CA","","","","","","","","","",""
"1382","118",11818,"BELIZE CITY","","","BELIZE","","","WB COOP UA","","","","","","","","","",""
"1383","118",11819,"CAMP FONSECA/SAN LORENZO","","","HONDURAS","","","","","","","","","","","","",""
"1384","118",11820,"PALMEROLA AAF","","","HONDURAS",""," ","KQHG","","","","","","","","","",""
"1385","118",11821,"SAN LORENZO","","","HONDURAS","","","AF","","","","","","","","","",""
"1386","118",11822,"CUCUYAGUA","","","","","","AF","","","","","","","","","",""
"1387","118",11823,"LE MASA","","","HONDURAS","","","AF","","","","","","","","","",""
"1388","118",11824,"KQIW","","","HONDURAS","","","AF","","","","","","","","","",""
"1389","118",11825,"CORONEL ENRIQUE SOTO CANO AB","","","HO","","MHSC","","2/27/2019","","","14 22 56 / -87 37 16","","2065 FT","","","",""
"1390","119",11901,"GUATEMALA CITY","","","GUATEMALA","","","","","","","","","","","","",""
"1391","119",11902,"SAN JOSE","","","GUATEMALA","","","","","","","","","","","","",""
"1392","119",11903,"TACUBAYA D. F.","","","MEXICO","","","WB","","","","","","","","","",""
"1393","119",11904,"VERA CRUZ","","","MEXICO","","","","","","","","","","","","",""
"1394","119",11905,"TAPACHULA","","","MEXICO","","","","","","(CHIS)","","","","","","",""
"1395","119",11906,"ACAPULCO","","","MEXICO","","","U/A","","","","","","","","","",""
"1396","120",12001,"TINDOUF","","","ALGERIA","","","AIR FORCE","","","","","","","","","",""
"1397","121",12101,"ALTAR ","","","MAURITANIA","","","AAB","","","","","","","","","",""
"1398","121",12102,"CABO YUBI","","","RIO DE ORO","","","","","","","","","","","","",""
"1399","121",12103,"VILLA CISNEROS","","","RIO DE ORO","","","","","","","","","","","","",""
"1400","121",12104,"TENERIFE","","","CANARY ISLANDS","AIR SAMPLE STN","","","","","","","","","","","",""
"1401","127",12701,"CAMAQUEY","","","CUBA","","","","","","","","","","","","",""
"1402","127",12702,"SOUTH CAICOS ISLAND","","","BWI","","","","","","","","","","","","",""
"1403","127",12703,"ABRAHAMS BAY","MAYAGUANA ISLAND","","BWI","","","","","","","","","","","","",""
"1404","127",12704,"GREAT EXUMA ISLAND","","","BWI","","","","","","","","","","","","",""
"1405","127",12705,"CAYO FRANCIS","","","CUBA","","","NAS","","","","","","","","","",""
"1406","127",12706,"GREAT EXUMA   ","","","BAHAMAS","","","NAS","","","","","","","","","",""
"1407","127",12707,"WALKER CAY","","","BWI","","","NAS","","","","","","","","","",""
"1408","127",12708,"GRAND TURK","TURKS ISLAND","","BWI","","","2ND ORDER","","","","","","","","","",""
"1409","127",12709,"ABRAHAMS BAY","MAYAGUANA ISLAND","","BWI","","","WBO","","","","","","","","","",""
"1410","127",12710,"NASSAU","","","BAHAMAS","","","WBO","","","","","","","","","",""
"1411","127",12711,"CAMAGUEY","","","CUBA","","","WB ","","","","","","","","","",""
"1412","127",12712,"GRAND BAHAMA","GOLD ROCK","","BAHAMAS","","","","","","","","","","","","",""
"1413","127",12713,"COFFIN HILL","ELEUTHRA ISLAND ","","BAHAMA ISLAND","","","","","","","","","","","","",""
"1414","127",12714,"GRAND TURK ISLAND","","","BAHAMAS","AUX AFB","","","","","","","","","","","",""
"1415","127",12715,"FLAMINGO HILL","MAYAGUANA ISLAND","","BWI","","","AAFB","","","","","","","","","",""
"1416","127",12716,"SAN SALVADOR ISLAND","","","BWI","","","AAFB","","","","","","","","","",""
"1417","127",12717,"NASSAU","","","BAHAMAS","AIRPORT   ","","","","","","","","","","","",""
"1418","128",12801,"SAN ANTONIO","","","CUBA","BATISTA AAB","","","","","","","","","","","",""
"1419","128",12802,"FORT MYERS","FL","","US","BUCKINGHAM AAF","","","","","","","","","","","",""
"1420","128",12803,"BOCA RATON","FL","","US","","","AAF/AWOS","","","CHG TO AWOS 8/25/05","","","","","","",""
"1421","128",12804,"AVON PARK","FL","","US","","","AAF","","","","","","","","","",""
"1422","128",12805,"SEBRING","FL","","US","HENDRICKS FIELD","","","","","","","","","","","",""
"1423","128",12806,"TAMPA","FL","","US","DREW FIELD","","","","","","","","","","","",""
"1424","128",12807,"BURRWOOD","LA","","US","","","AAF","","","","","","","","","",""
"1425","128",12808,"LAKELAND","FL","","US","","","AAF","","","","","","","","","",""
"1426","128",12809,"BARTOW","FL","","US","BARTOW AP","","AAF/WBAS","","","WBAS BEGAN 1964","","","","","","",""
"1427","128",12810,"TAMPA","FL","","US","MAC DILL AFB","","","","","","","","","","","",""
"1428","128",12811,"FORT MYERS","FL","","US","PAGE FLD","","AAF","","","","","","","","","",""
"1429","128",12812,"PUNTA GORDA","FL","","US","","","AAF","","","","","","","","","",""
"1430","128",12813,"KISSIMMEE","FL","","US","","","AAF","","","","","","","","","",""
"1431","128",12814,"SARASOTA ","FL","","US","","","AAF","","","","","","","","","",""
"1432","128",12815,"ORLANDO","FL","","US","PINECASTLE AAF","MCO","NWS","","","","28*25'43""N 81*18'58""W","","","","","",""
"1433","128",12816,"* GAINESVILLE","FL","","US","ALACHUA AAF & FAA","GNV","","","","","29*41'23""N 82*16'19""W","","","","","",""
"1434","128",12817,"KEYSTONE HEIGHTS","FL","","US","","","AAF","","","","","","","","","",""
"1435","128",12818,"BROOKSVILLE","FL","","US","","BKV","AAF/EXP","","","","28*28'24""N 82*27'20""W","","","","","",""
"1436","128",12819,"LEESBURG","FL","","US","","","AAF","","","","","","","","","",""
"1437","128",12820,"DUNNELLON","FL","","US","","","AAF","","","","","","","","","",""
"1438","128",12821,"SAN JULIAN","","","CUBA","","","AAB","","","","","","","","","",""
"1439","128",12822,"CROSS CITY","FL","","US","","","AAF","","","","","","","","","",""
"1440","128",12823,"WILLISTON ","FL","","US","MONTBROOK AAF","","","","","","","","","","","",""
"1441","128",12824,"ORLANDO","FL","","US","","","AFB","","","","","","","","","",""
"1442","128",12825,"VENICE","FL","","US","","","AAF","","","","","","","","","",""
"1443","128",12826,"HOMESTEAD","FL","","US","","","AAF","","","","","","","","","",""
"1444","128",12827,"APALACHICOLA","FL","","US","","","AAF","","","","","","","","","",""
"1445","128",12828,"BUSHNELL","FL","","US","","","AAF","","","","","","","","","",""
"1446","128",12829,"MIAMI","FL","","US","","","AAB","","","","","","","","","",""
"1447","128",12830,"NAPLES","FL","","US","","","AAF","","","","","","","","","",""
"1448","128",12831,"ASTOR PARK","FL","","US","OCALA BOMB RANGE","","","","","","","","","","","",""
"1449","128",12832,"APALACHICOLA","FL","FRANKLIN","US","","AQQ","WBO/WSO/NWS/ASOS","8/3/1998","7/31/1998","","29*44'00""N 85*01'00""W","20 FT","","","","",""
"1450","128",12833,"CROSS CITY","FL","DIXIE","US","","CTY","CAA/FAA","3/2/1998","2/27/1998","","29*37'00""N 83*06'00""W","","","42 FT","","",""
"1451","128",12834,"DAYTONA BEACH","FL","","US","","DAB","WBO/NWS","","","","29*10'51""N 81*03'22""W","","","","","",""
"1452","128",12835,"FT MYERS","FL","","US","","FMY","WBO/CAA/FAA","","","","26*35'11""N 81*51'49""W","","","","","",""
"1453","128",12836,"KEY WEST ","FL","","US","","EYW","WBAS/NWS","","","","24*33'21""N 81*45'35""W","","","","","",""
"1454","128",12837,"LAKELAND","FL","","US","","","WBAS","","","","","","","","","",""
"1455","128",12838,"MELBOURNE","FL","BREVARD","US","MELBOURNE INTL AP","MLB","WBO/FAA/ASOS","2/7/2001","2/7/2001","FAA/ASOS (2/7/2001)","28*06'10""N 80*38'45""W","","25 FT","33 FT","60 FT","27 FT",""
"1456","128",12839,"MIAMI","FL","","US","","MIA","WBAS/NWS","","","","25*47'34""N 80*17'26""W","","","","","",""
"1457","128",12840,"","",""," ","","","","","","","","","","","","",""
"1458","128",12841,"ORLANDO","FL","","US","","","WBO","","","","","","","","","",""
"1459","128",12842,"TAMPA","FL","","US","","TPA","WBAS/NWS","","","","27*58'31""N 82*32'00""W","","","","","",""
"1460","128",12843,"VERO BEACH","FL","INDIAN RIVER","US","VERO BEACH MUNICIPAL AP","VRB","CAA/FAA/ASOS","8/7/2001","7/30/2001","FAA/ASOS (8/7/2001)","27*39'20""N 80*25'05""W","","19 FT","24 FT","38 FT","28 FT",""
"1461","128",12844,"WEST PALM BEACH","FL","","US","","PBI","WBO/NWS","","","","26*40'58""N 80*05'45""W","","","","","",""
"1462","128",12845,"BANANA RIVER","FL","","US","","","NAS","","","","","","","","","",""
"1463","128",12846,"DAYTONA BEACH","FL","","US","","","NAS","","","","","","","","","",""
"1464","128",12847,"DELAND","FL","","US","","","NAS","","","","","","","","","",""
"1465","128",12848,"DINNER KEY","FL","","US","","","NAS","","","","","","","","","",""
"1466","128",12849,"FORT LAUDERDALE","FL","","US"," ","FLL","NAS/FAA","","","","26*04'19""N 80*09'13""W","","","","","",""
"1467","128",12850,"KEY WEST ","FL","","US","","","NAS","","","","","","","","","",""
"1468","128",12851,"MELBOURNE","FL","","US","","","NAS","","","","","","","","","",""
"1469","128",12852,"MIAMI","FL","","US","","","NAS","","","","","","","","","",""
"1470","128",12853,"RICHMOND","FL","","US","","","NAS","","","","","","","","","",""
"1471","128",12854,"SANFORD","FL","SEMINOLE","US","ORLANDO SANFORD AP","SFB","NAS/FAA/ASOS","2/25/1999","2/24/1999","","28*46'47""N 81*14'37""W","","","55 FT","","",""
"1472","128",12855,"VERO BEACH","FL","","US","","","NAS","","","","","","","","","",""
"1473","128",12856,"SANTA FE","","","CUBA","","","NAS","","","","","","","","","",""
"1474","128",12857,"SAN JULIAN","","","CUBA","","","NAS","","","","","","","","","",""
"1475","128",12858,"KEY WEST ","FL","","US","","","WBO","","","","","","","","","",""
"1476","128",12859,"MIAMI","FL","","US","","","WBO","","","","","","","","","",""
"1477","128",12860,"MONTSERRAT CIENFUEGOS","","","CUBA","","","2ND ORDER","","","","","","","","","",""
"1478","128",12861,"OCALA","FL","","US","","OFC","SAWRS","","","OFC  *WAS AN OCALA 2ND ORDER 1950-66 COULD FIND NO WBAN # ASSOCIATION-GAVE 12861 TO CURRENT AP  AVL 9/93","","","","","","",""
"1479","128",12862,"DUNNELLON","FL","","US","","","WBO","","","","","","","","","",""
"1480","128",12863,"BURRWOOD","LA","","US","","","WBO","","","","","","","","","",""
"1481","128",12864,"HAVANA","","","CUBA","","","WBO","","","","","","","","","",""
"1482","128",12865,"WEST PALM BEACH","FL","","US","MORRISON FLD","","","","","","","","","","","",""
"1483","128",12866,"MERIDA","YUC","","MEXICO","","","WB","","","","","","","","","",""
"1484","128",12867,"COCOA","FL","","US","JOINT LONG RANGE PVG GND","","","","","","","","","","","",""
"1485","128",12868,"CAPE CANAVERAL","FL","","US","CAPE KENNEDY","","","","","","","","","","","",""
"1486","128",12869,"ARCADIA ","FL","","US","","","WB","","","","","","","","","",""
"1487","128",12870,"BELLE GLADE","FL","","US","","","WB","","","","","","","","","",""
"1488","128",12871,"BRADENTON","FL","SARASOTA","US","BRADENTON INTL AP","SRQ","WB/FAA/ASOS","4/22/1999","3/18/1999","","27*24'05""N 82*33'31""W","","","28 FT","","",""
"1489","128",12872,"CLEWISTON","FL","","US","","","WB","","","","","","","","","",""
"1490","128",12873,"ST PETERSBURG","FL","","US","","SPG","WB","","","","27*45'53""N 82*37'39""W","","","","","",""
"1491","128",12874,"TITUSVILLE","FL","","US","","","WB","","","","","","","","","",""
"1492","128",12875,"WAUCHULA","FL","","US","","","WB","","","","","","","","","",""
"1493","128",12876,"WINTER HAVEN","FL","POLK","US","GILBERT AP","GIF","WB/ASOS","6/29/1995","6/30/1995","NO NCDC DATA FOR WH/WB USING 76 FOR WINTER HAVEN AP (GIF) ASOS","28*04'00""N 81*45'00""W","","","144 FT","","",""
"1494","128",12877,"CABO SAN ANTONIO","","","CUBA","","","WB","","","","","","","","","",""
"1495","128",12878,"MERIDA","","","MEXICO","INT APT","","WB","","","","","","","","","",""
"1496","128",12879,"CAPE SAN BLAS","FL","","US","SITE D-3","","","","","","","","","","","",""
"1497","128",12880,"DELTA SEVEN  MARGO ISLAND","FL","","US","","","","","","","","","","","","",""
"1498","128",12881,"VALKARIA","FL","","US","APT/PAA STA","","","","","","","","","","","",""
"1499","128",12882,"OPA-LOCKA","FL","","US","","","AFS","","","","","","","","","",""
"1500","128",12883,"LAKELAND","FL","","US","","","WBAS","","","","","","","","","",""
"1501","128",12884,"BOOTHVILLE","LA","","US","","","WBO","","","","","","","","","",""
"1502","128",12885,"FT LAUDERDALE","FL","BROWARD","US","EXEUCTIVE APT","EXE","FAA/ASOS","6/25/1998","6/24/1998","","26*11'49""N 80*10'15""W","","","14 FT","","",""
"1503","128",12886,"KSC - TITUSVILLE","FL","","US","SHUTTLE APT","TTS","FAA/AWOS","4/24/2005","","TTS - AWOS ASSINGED 04/24/05","","","","","","",""
"1504","128",12887,"","",""," ","","","","","","","","","","","","",""
"1505","128",12888,"TAMIAMI/NEW","FL","DADE","US","KENDALL-TAMIAMI EXECUTIVE AP","TMB","FAA/ASOS","6/18/1998","6/17/1998","","25*38'51""N 80*25'59""W","","","10 FT","","",""
"1506","128",12889,"ASTOR      ","FL","","US","PINECASTLE WARFARE RANGE","","","","","","","","","","","",""
"1507","128",12890,"GULF MAIN PASS*","LA","","US","","P21","AMOS","","","","","","","","","",""
"1508","128",12891,"DRY TORTUGAS","FL","","US","","P73","","","","","","","","","","",""
"1509","128",12892,"CAPE CANAVERAL *","FL","","US","","","AFS","","","PURGED AVL 9/1993 SEE 12868   X68 SEE 12886","","","","","","",""
"1510","128",12893,"JUPITER","FL","","US","","","","","","","","","","","","",""
"1511","128",12894,"FT MYERS","FL","","US","SW FL REGIONAL APT","","","","","","","","","","","",""
"1512","128",12895,"FT PIERCE","FL","ST. LUCIE","US","ST LUCIE COUNTY INTL APT ","FPR","SAWRS/FAA/ASOS","7/28/1999","7/28/1999","FAA/ASOS (7/28/1999)","27*29'53""N 80*22'36""W","","","26 FT","","",""
"1513","128",12896,"MARATHON","FL","","US"," ","MTH","SAWRS/EXP","","","","24*43'33""N 81*03'06""W","","","","","",""
"1514","128",12897,"NAPLES","FL","COLLIER","US","NAPLES MUNI AP","APF","SAWRS/FAA/ASOS","3/27/2002","3/26/2002","FAA/ASOS (3/27/2002)","26*09'09""N 81*46'30""W","","8 FT","9 FT","21 FT","23 FT",""
"1515","128",12898,"TITUSVILLE","FL","","US","SPACE CTR EXEC AP","TIX","SAWRS-FAA/AWOS 5/13/05","5/12-13/05","","AWOS 5/12/05","","","","","","",""
"1516","128",12899,"MIAMI","FL","","US","RICHMOND HTS","KAMX","NEXRAD","","","","","","","","","",""
"1517","129",12901,"FORT CROCKETT","TX","","US","","","","","","","","","","","","",""
"1518","129",12902,"FORT SAM HOUSTON","TX","","US","","","","","","","","","","","","",""
"1519","129",12903,"HONDO","TX","","US","","","AAF","","","","","","","","","",""
"1520","129",12904,"HARLINGEN","TX","","US","","","AAF","","","","","","","","","",""
"1521","129",12905,"GALVESTON","TX","","US","","","AAF","","","","","","","","","",""
"1522","129",12906,"HOUSTON","TX","","US","ELLINGTON FIELD","EFD","AWOS","8/26/2005","","08/26/05 AWOS","","","","","","",""
"1523","129",12907,"LAREDO","TX","","US","","","AAF","","","","","","","","","",""
"1524","129",12908,"MISSION","TX","","US","MOORE FIELD","","","","","","","","","","","",""
"1525","129",12909,"SAN ANTONIO","TX","","US","KELLY FIELD","","AFB","","","","","","","","","",""
"1526","129",12910,"SAN MARCOS","TX","","US","","","AAF","","","","","","","","","",""
"1527","129",12911,"SAN ANTONIO/UNIVERSAL CITY","TX","","US","RANDOLPH FIELD","RND","AFB/FAA/AWOS","5/15/2005","","AWOS 5/17/05","","","","","","",""
"1528","129",12912,"VICTORIA","TX","","US","FOSTER FIELD","VCT","NWS","","","","28*51'08""N 96*55'06""W","","","","","",""
"1529","129",12913,"","","","US","","","","","","","","","","","","",""
"1530","129",12914,"VICTORIA","TX","","US","ALOE FIELD","","AAF","","","","","","","","","",""
"1531","129",12915,"BROWNSVILLE","TX","","US","FORT BROWN","","","","","","","","","","","",""
"1532","129",12916,"NEW ORLEANS","LA","","US","MOISANT","MSY","NWS","","","","29*59'34""N 90*15'20""W","","","","","",""
"1533","129",12917,"PORT AUTHUR","TX","","US","JEFFERSON CO APT","BPT","WB/NWS","","","","29*57'02""N 94*01'14""W","","","","","",""
"1534","129",12918,"HOUSTON","TX","","US","MUN APT","","WB","","","","","","","","","",""
"1535","129",12919,"BROWNSVILLE","TX","","US","","BRO","WBAS/WB/NWS","","","","25*54'23""N 97*25'32""W","","","","","",""
"1536","129",12920,"LAREDO","TX","","US","MUN APT","","WB","","","","","","","","","",""
"1537","129",12921,"SAN ANTONIO","TX","","US","APT  ","SAT","WB/NWS","","","","29*32'00""N 98*28'10""W","","","","","",""
"1538","129",12922,"VICTORIA","TX","","US","ALOE","","WB","","","","","","","","","",""
"1539","129",12923,"GALVESTON","TX","","US","MUN APT","","WB","","","","","","","","","",""
"1540","129",12924,"CORPUS CHRISTI","TX","","US","CLIFF MAUS","CRP","WB/NWS","","","","27*46'12""N 97*30'03""W","","","","","",""
"1541","129",12925,"BEEVILLE","TX","","US","","","NAS","","","","","","","","","",""
"1542","129",12926,"CORPUS CHRISTI","TX","","US","","","NAS","","","","","","","","","",""
"1543","129",12927,"HOUMA","LA","","US","","","NAS","","","","","","","","","",""
"1544","129",12928,"KINGSVILLE","TX","","US","","","NAS","","","","","","","","","",""
"1545","129",12929,"HITCHCOCK","TX","","US","","","NAS","","","","","","","","","",""
"1546","129",12930,"NEW ORLEANS","LA","","US","","","WBO","","","","","","","","","",""
"1547","129",12931,"SAN ANTONIO","TX","","US","BROOKS AFB","","","","","","","","","","","",""
"1548","129",12932,"ALICE","TX","JIM WELLS","US","ALICE INTL AP","ALI","WB/FAA/ASOS","1/11/2001","1/10/2001","FAA/ASOS (1/11/2001)","27*44'27""N 98*01'38""W","178 FT","","","","",""
"1549","129",12933,"BEEVILLE","TX","","US","","","2ND ORDER","","","","","","","","","",""
"1550","129",12934,"BROWNSVILLE","TX","","US","","WBO","","","","","","","","","","",""
"1551","129",12935,"PALACIOS","TX","MATAGORDA","US","PALACIOS MUNICIPAL AP","PSX","CAA/FAA/ASOS","10/18/2000","10/18/2000","FAA/ASOS (10/18/2000)","28*43'39""N 96*15'03""W","","","15 FT","","",""
"1552","129",12936,"PATTERSON","LA","","US","HARRY P WILLIAMS MEM AP","PTN","2ND ORDER/AWOS","","","","","","","","","",""
"1553","129",12937,"RAYMONDVILLE","TX","","US","","","2ND ORDER","","","","","","","","","",""
"1554","129",12938,"SAN ANTONIO","TX","","US","","","WBO","","","","","","","","","",""
"1555","129",12939,"YOAKUM","TX","","US","","","CAA","","","","","","","","","",""
"1556","129",12940,"CORPUS CHRISTI","TX","","US","","","WBO","","","","","","","","","",""
"1557","129",12941,"CRYSTAL CITY","TX","","US","","","2ND ORDER","","","","","","","","","",""
"1558","129",12942,"NEW ORLEANS","LA","","US","ALVIN CALLENDER","","","","","","","","","","","",""
"1559","129",12943,"PORT AUTHUR","TX","","US","","","WBO","","","","","","","","","",""
"1560","129",12944,"GALVESTON","TX","","US","","GLS","WBO/FAA","","","","29*15'54""N 94*51'37""W","","","","","",""
"1561","129",12945,"HOUSTON","TX","","US","","","WBO","","","","","","","","","",""
"1562","129",12946,"CORPUS CHRISTI","TX","","US","CABANISS FIELD NAVAL OUTLYING FIELD","NGW","NAS/ASOS","","","","","","","","","",""
"1563","129",12947,"COTULLA","TX","LA SALLE","US","LA SALLE COUNTY AP","COT","CAA/FAA/ASOS","1/11/2011","1/10/2001","FAA/ASOS (1/11/2011)","28*27'29""N 99*13'12""W","471 FT","","","","",""
"1564","129",12948,"CUIDAD VICTORIA TAMS","","","MEXICO","","","WB","","","","","","","","","",""
"1565","129",12949,"ANAHUAC","TX","","US","","","WB","","","","","","","","","",""
"1566","129",12950,"COLUMBUS","TX","","US","","","WB","","","","","","","","","",""
"1567","129",12951,"GEORGE WEST","TX","","US","","","WB","","","","","","","","","",""
"1568","129",12952,"GONZALES","TX","","US","","","WB","","","","","","","","","",""
"1569","129",12953,"WHARTON","TX","","US","","","WB","","","","","","","","","",""
"1570","129",12954,"SAN ANTONIO","TX","","US","LACKLAND AFB","","","","","","","","","","","",""
"1571","129",12955,"SOTO LA MARINA","","","MEXICO","","","","","","","","","","","","",""
"1572","129",12956,"MATAGORDA ISLAND","TX","","US","","","AF","","","","","","","","","",""
"1573","129",12957,"PORT ISABEL","TX","CAMERON","US","PORT ISABEL CAMERON CNTY AP","T31/PIL","NAAS/FAA/ASOS","9/18/1998","9/17/1998","T31 CHANGED TO PIL","26*09'57""N 97*20'45""W","","","19 FT","","",""
"1574","129",12958,"NEW ORLEANS","LA","","US","ALVIN CALLENDER","","NAS","","","","","","","","","",""
"1575","129",12959,"MCALLEN ","TX","","US","","MFE","FAA ","","","","26*10'31""N 98*14'18""W","","","","","",""
"1576","129",12960,"HOUSTON","TX","","US","INCON APT","IAH","NWS","","","","29*59'49""N 95*20'22""W","","","","","",""
"1577","129",12961,"KERRVILLE","TX","","US","","","","","","","","","","","","",""
"1578","129",12962,"HONDO","TX","","US","","","WSMO","","","","","","","","","",""
"1579","129",12963,"TENECO OIL PLATFORM*","LA","","US","","P00","AMOS","","","","","","","","","",""
"1580","129",12964,"GULF VERMILION*","LA","","US","","P22","AMOS","","","","","","","","","",""
"1581","129",12965,"GULF VERMILION*SOUTH*","LA","","US","","P25","AMOS","","","","","","","","","",""
"1582","129",12966,"GULF SOUTH TIMBER","LA","","US","","P26","AMOS","","","","","","","","","",""
"1583","129",12967,"GULF WEST*","LA","","US","","P30","AMOS","","","","","","","","","",""
"1584","129",12968,"SALT POINT*","LA","ST. MARY","US","","P92","AMOS/NWS/ASOS","5/13/1998","5/5/1998","","29*34'00""N 91*32'00""W","2 FT","","","","",""
"1585","129",12969,"HOUSTON","TX","","US","LAKESIDE APT","IWS","SAWRS","","","","","","","","","",""
"1586","129",12970,"SAN ANTONIO","TX","","US","STINSON MUNI AP","SSF","FAA/ASOS","5/14/1998","5/13/1998","","29*20'12""N 98*28'15""W","577 FT","","","","",""
"1587","129",12971,"AUSTIN-SAN ANTONIO RDA","TX","GUADELUPE","US","NEW BRAUNFELS MUNI APT","EWX/35R/BAZ","NEXRAD/WFO/FAA","10/8/1998","2/29/1996","","29*43'00""N 98*03'00""W","640 FT","","","","",""
"1588","129",12972,"ROCKPORT","TX","ARANSAS","US","ARANSAS COUNTY AP","RPK","ASOS","3/4/1996","2/29/1996","RKP (ALIAS: SAN JOSE ISLAND AP)","28*05'00""N 97*03'00""W","22 FT","","25 FT","","",""
"1589","129",12973,"CORPUS CHRISTI","TX","","US","WALDRON OLF-NAVY","KNVT","ASOS","","","","","","","","","",""
"1590","129",12974,"ORANGE GROVE","TX","","US","AUX LANDING FLD-NAVY","KNOG","ASOS","","","","","","","","","",""
"1591","129",12975,"HOUSTON","TX","BRAZORIA","US","CLOVER FLD","T02/LVJ","ASOS","4/22/1997","4/10/1997","T02 CHANGED TO LVJ","29*31'16""N 95*14'25""W","","","44 FT","","",""
"1592","129",12976,"ANGLETON/LAKE JACKSON","TX","BRAZORIA","US","BRAZORIA COUNTY APT","LBX","ASOS/FAA","5/14/1998","5/13/1999","","29*06'35""N 95*27'43""W","25 FT","","","","",""
"1593","129",12977,"HOUSTON","TX","FORT BEND","US","SUGAR LAND MEMORIAL/HULL FIELD","SGR","ASOS/FAA/ASOS","12/28/2000","12/28/2000","FAA/ASOS (12/28/2000)","29*37'20""N 95*39'23""W","","","82 FT","","",""
"1594","129",12978,"LAGRANGE","TX","","US","FAYETTE RGNL AP","3T5","AWOS","","","","","","","","","",""
"1595","129",12979,"SAN MARCOS","TX","","US","SAN MARCOS MUNI AP","HYI","AWOS","","","","","","","","","",""
"1596","129",12980,"WESLACO","TX","","US","WESLACO MID VALLEY AP","T65","AWOS","","","","","","","","","",""
"1597","129",12981,"BAY CITY","TX","","US","BAY CITY MUNICIPAL AP","3R1 / BYY","AWOS","","","3R1 CHGD CALL SIGN TO BYY 3/27/03","","","","","","",""
"1598","129",12982,"FALFURRIAS","TX","","US","BROOKS COUNTY AP","T18","AWOS","","","","","","","","","",""
"1599","129",12983,"EDINBURG","TX","","US","INTERNATIONAL AP","25R / EBG","AWOS","","","25R CHANGED TO EBG","","","","","","",""
"1600","129",12984,"ROBSTOWN","TX","","US","NUECES COUNTY AP","T53 / RBO","AWOS","","","T53 CHANGED TO RBO","","","","","","",""
"1601","129",12985,"UVALDE","TX","","US","GARNER FIELD AP","UVA","AWOS","","","","","","","","","",""
"1602","129",12986,"PORT LAVACA","TX","","US","CALHOUN COUNTY AP","T97 / PKV","AWOS","","","T97 (CHANGED TO PKV 4/20/2004)","","","","","","",""
"1603","129",12987,"EDINBURG 17NNE","TX","","US","","","USCRN","","","GOES ID# 008620","","","","","","",""
"1604","129",12988,"LAKE PALOURD BASE HELIPT/AMEILA","LA","","US","","7R3","FAA/AWOS","3/29/2005","","","","","","","","",""
"1605","129",12989,"CAMERON HELIPORT","LA","","US","","7R5","FAA/AWOS","3/29/2005","","","","","","","","",""
"1606","129",12990,"GRAND ISLE ","LA","","US","GRAND ISLE SEAPLANE BASE","AXO","AWOS","4/4/2005","","","","","","","","",""
"1607","129",12991,"SHIP SHOAL BLOCK 207A","GULF MEXICO","","US","SHIP SHOAL BLOCK 207A","GSM","AWOS","4/9/2005","","","","","","","","",""
"1608","129",12992,"SPOFFORD","TX","","US"," LAUGHLIN AFB","KT70","FAA/AWOS","5/24/2006","","","","","","","","",""
"1609","129",12993,"GALLIANO","LA","","US","SOUTH LAFOURCHE AP","GAO","AWOS","10/24/2006","","","","","","","","",""
"1610","129",12994,"HEBBRONVILLE","TX","","US","JIM HOGG COUNTY AP","HBV","AWOS","10/24/2006","","","","","","","","",""
"1611","129",12995,"PORT ARANSAS","TX","","US","MUSTAND BEACH AP","RAS","AWOS","11/22/2006","","","","","","","","",""
"1612","129",12996,"HARLINGEN","TX","","US","HARLINGEN HARVEY RICHARDS FLD","","SAWRS","6/25/2007","","","","","","","","",""
"1613","130",13001,"","","","","","","","","","","","","","","","",""
"1614","130",13002,"CASABLANCA","","","","CAZES FLD","","","","","","","","","","","",""
"1615","130",13003,"FES RAS","","","FR MOROCCO","EL MA FIELD","","","","","","","","","","","",""
"1616","130",13004,"GUERCIF","","","FR MOROCCO","","","","","","","","","","","","",""
"1617","130",13005,"MARRAKECH ","","","FR MOROCCO","","","AAB","","","","","","","","","",""
"1618","130",13006,"MEDIOUNA","","","","","","AAF","","","","","","","","","",""
"1619","130",13007,"OUJDA ","","","FR MOROCCO","ANGADE AB","","","","","","","","","","","",""
"1620","130",13008,"PORT LYAUTEY","","","","CRAW FIELD","","","","","","","","","","","",""
"1621","130",13009,"RABAT AIR PORT","","","","","","","","","","","","","","","",""
"1622","130",13010,"SALE","","","","","","AAB","","","","","","","","","",""
